,text,href
2554,Intercourse With You,https://tvtropes.org/pmwiki/pmwiki.php/Main/IntercourseWithYou
2555,Interesting Situation Duel,https://tvtropes.org/pmwiki/pmwiki.php/Main/InterestingSituationDuel
2556,Internal Conflict Tropes,https://tvtropes.org/pmwiki/pmwiki.php/Main/InternalConflictTropes
2557,Internal Deconstruction,https://tvtropes.org/pmwiki/pmwiki.php/Main/InternalDeconstruction
2558,Internalized Categorism,https://tvtropes.org/pmwiki/pmwiki.php/Main/InternalizedCategorism
2559,Internal Reveal,https://tvtropes.org/pmwiki/pmwiki.php/Main/InternalReveal
2560,Internet Backdraft,https://tvtropes.org/pmwiki/pmwiki.php/Main/InternetBackdraft
2561,Interracial And Interspecies Love Index,https://tvtropes.org/pmwiki/pmwiki.php/Main/InterracialAndInterspeciesLoveIndex
2562,Interspecies Adoption,https://tvtropes.org/pmwiki/pmwiki.php/Main/InterspeciesAdoption
2563,Interspecies Romance,https://tvtropes.org/pmwiki/pmwiki.php/Main/InterspeciesRomance
2564,Intimate Healing,https://tvtropes.org/pmwiki/pmwiki.php/Main/IntimateHealing
2565,Intolerable Tolerance,https://tvtropes.org/pmwiki/pmwiki.php/Main/IntolerableTolerance
2566,In Touch With His Feminine Side,https://tvtropes.org/pmwiki/pmwiki.php/Main/InTouchWithHisFeminineSide
2567,Intrepid Reporter,https://tvtropes.org/pmwiki/pmwiki.php/Main/IntrepidReporter
2568,Introversion Tropes,https://tvtropes.org/pmwiki/pmwiki.php/Main/IntroversionTropes
2569,Invertebrate Index,https://tvtropes.org/pmwiki/pmwiki.php/Main/InvertebrateIndex
2570,Invisibility Index,https://tvtropes.org/pmwiki/pmwiki.php/Main/InvisibilityIndex
2571,Invisible Advertising,https://tvtropes.org/pmwiki/pmwiki.php/Main/InvisibleAdvertising
2572,Involuntary Shapeshifting,https://tvtropes.org/pmwiki/pmwiki.php/Main/InvoluntaryShapeshifting
2573,Io Game,https://tvtropes.org/pmwiki/pmwiki.php/Main/IoGame
2574,I Regret This Index,https://tvtropes.org/pmwiki/pmwiki.php/Main/IRegretThisIndex
2575,I Reject Your Reality,https://tvtropes.org/pmwiki/pmwiki.php/Main/IRejectYourReality
2576,Irish Actors And Comedians,https://tvtropes.org/pmwiki/pmwiki.php/Main/IrishActorsAndComedians
2577,Irish Media,https://tvtropes.org/pmwiki/pmwiki.php/Main/IrishMedia
2578,Iron Butt Monkey,https://tvtropes.org/pmwiki/pmwiki.php/Main/IronButtMonkey
2579,Ironic Echo,https://tvtropes.org/pmwiki/pmwiki.php/Main/IronicEcho
2580,Ironic Index,https://tvtropes.org/pmwiki/pmwiki.php/Main/IronicIndex
2581,Ironic Name,https://tvtropes.org/pmwiki/pmwiki.php/Main/IronicName
2582,Iron Woobie,https://tvtropes.org/pmwiki/pmwiki.php/Main/IronWoobie
2583,Irony,https://tvtropes.org/pmwiki/pmwiki.php/Main/Irony
2584,Israeli Media,https://tvtropes.org/pmwiki/pmwiki.php/Main/IsraeliMedia
2585,Is This Thing Still On,https://tvtropes.org/pmwiki/pmwiki.php/Main/IsThisThingStillOn
2586,Italian Films,https://tvtropes.org/pmwiki/pmwiki.php/Main/ItalianFilms
2587,Italian Literature,https://tvtropes.org/pmwiki/pmwiki.php/Main/ItalianLiterature
2588,Italian Media,https://tvtropes.org/pmwiki/pmwiki.php/Main/ItalianMedia
2589,Italian Series,https://tvtropes.org/pmwiki/pmwiki.php/Main/ItalianSeries
2590,Italo Disco,https://tvtropes.org/pmwiki/pmwiki.php/Main/ItaloDisco
2591,It Can Think,https://tvtropes.org/pmwiki/pmwiki.php/Main/ItCanThink
2592,Item Drop Mechanic,https://tvtropes.org/pmwiki/pmwiki.php/Main/ItemDropMechanic
2593,Its All About Me,https://tvtropes.org/pmwiki/pmwiki.php/Main/ItsAllAboutMe
2594,Its All My Fault,https://tvtropes.org/pmwiki/pmwiki.php/Main/ItsAllMyFault
2595,Its A Wonderful Plot,https://tvtropes.org/pmwiki/pmwiki.php/Main/ItsAWonderfulPlot
2596,Its Not Porn Its An Index,https://tvtropes.org/pmwiki/pmwiki.php/Main/ItsNotPornItsAnIndex
2597,Its Personal,https://tvtropes.org/pmwiki/pmwiki.php/Main/ItsPersonal
2598,Its Personal With The Dragon,https://tvtropes.org/pmwiki/pmwiki.php/Main/ItsPersonalWithTheDragon
2599,Its Short So It Sucks,https://tvtropes.org/pmwiki/pmwiki.php/Main/ItsShortSoItSucks
2600,Its The Same Now It Sucks,https://tvtropes.org/pmwiki/pmwiki.php/Main/ItsTheSameNowItSucks
2601,It Sucks,https://tvtropes.org/pmwiki/pmwiki.php/Main/ItSucks
2602,Ivy League For Everyone,https://tvtropes.org/pmwiki/pmwiki.php/Main/IvyLeagueForEveryone
2603,I Want My Beloved To Be Happy,https://tvtropes.org/pmwiki/pmwiki.php/Main/IWantMyBelovedToBeHappy
2604,I Want You To Meet An Old Friend Of Mine,https://tvtropes.org/pmwiki/pmwiki.php/Main/IWantYouToMeetAnOldFriendOfMine
2605,I Was Beaten By A Girl,https://tvtropes.org/pmwiki/pmwiki.php/Main/IWasBeatenByAGirl
2606,Iyashikei,https://tvtropes.org/pmwiki/pmwiki.php/Main/Iyashikei
2607,Jack Bauer Interrogation Technique,https://tvtropes.org/pmwiki/pmwiki.php/Main/JackBauerInterrogationTechnique
2608,Jamaican Media,https://tvtropes.org/pmwiki/pmwiki.php/Main/JamaicanMedia
2609,Jangle Pop,https://tvtropes.org/pmwiki/pmwiki.php/Main/JanglePop
2610,Japanese Animation Tropes,https://tvtropes.org/pmwiki/pmwiki.php/Main/JapaneseAnimationTropes
2611,Japanese Films,https://tvtropes.org/pmwiki/pmwiki.php/Main/JapaneseFilms
2612,Japanese Games,https://tvtropes.org/pmwiki/pmwiki.php/Main/JapaneseGames
2613,Japanese Literature,https://tvtropes.org/pmwiki/pmwiki.php/Main/JapaneseLiterature
2614,Japanese Media,https://tvtropes.org/pmwiki/pmwiki.php/Main/JapaneseMedia
2615,Japanese Media Tropes,https://tvtropes.org/pmwiki/pmwiki.php/Main/JapaneseMediaTropes
2616,Japanese Pop Music,https://tvtropes.org/pmwiki/pmwiki.php/Main/JapanesePopMusic
2617,Japanese Series,https://tvtropes.org/pmwiki/pmwiki.php/Main/JapaneseSeries
2618,Japanese Video Game Companies,https://tvtropes.org/pmwiki/pmwiki.php/Main/JapaneseVideoGameCompanies
2619,Japanese Video Game Creators,https://tvtropes.org/pmwiki/pmwiki.php/Main/JapaneseVideoGameCreators
2620,Japanese Visual Arts Tropes,https://tvtropes.org/pmwiki/pmwiki.php/Main/JapaneseVisualArtsTropes
2621,Jazz,https://tvtropes.org/pmwiki/pmwiki.php/Main/Jazz
2622,Jazz Fusion,https://tvtropes.org/pmwiki/pmwiki.php/Main/JazzFusion
2623,Jazz Rap,https://tvtropes.org/pmwiki/pmwiki.php/Main/JazzRap
2624,Jedi Mind Trick,https://tvtropes.org/pmwiki/pmwiki.php/Main/JediMindTrick
2625,Jerkass,https://tvtropes.org/pmwiki/pmwiki.php/Main/Jerkass
2626,Jerkass Ball,https://tvtropes.org/pmwiki/pmwiki.php/Main/JerkassBall
2627,Jerkass Has A Point,https://tvtropes.org/pmwiki/pmwiki.php/Main/JerkassHasAPoint
2628,Jerkass Realization,https://tvtropes.org/pmwiki/pmwiki.php/Main/JerkassRealization
2629,Jerkass Woobie,https://tvtropes.org/pmwiki/pmwiki.php/Main/JerkassWoobie
2630,Jerks Are Worse Than Villains,https://tvtropes.org/pmwiki/pmwiki.php/Main/JerksAreWorseThanVillains
2631,Jerk With A Heart Of Gold,https://tvtropes.org/pmwiki/pmwiki.php/Main/JerkWithAHeartOfGold
2632,Jewish Creators,https://tvtropes.org/pmwiki/pmwiki.php/Main/JewishCreators
2633,Jidaigeki,https://tvtropes.org/pmwiki/pmwiki.php/Main/Jidaigeki
2634,Jigsaw Puzzle Plot,https://tvtropes.org/pmwiki/pmwiki.php/Main/JigsawPuzzlePlot
2635,Joker Immunity,https://tvtropes.org/pmwiki/pmwiki.php/Main/JokerImmunity
2636,Josei,https://tvtropes.org/pmwiki/pmwiki.php/Main/Josei
2637,Journal Comic,https://tvtropes.org/pmwiki/pmwiki.php/Main/JournalComic
2638,Journalists,https://tvtropes.org/pmwiki/pmwiki.php/Main/Journalists
2639,Journal Roleplay,https://tvtropes.org/pmwiki/pmwiki.php/Main/JournalRoleplay
2640,Julekalender,https://tvtropes.org/pmwiki/pmwiki.php/Main/Julekalender
2641,Jumping Off The Slippery Slope,https://tvtropes.org/pmwiki/pmwiki.php/Main/JumpingOffTheSlipperySlope
2642,Just Eat Gilligan,https://tvtropes.org/pmwiki/pmwiki.php/Main/JustEatGilligan
2643,Just For Fun,https://tvtropes.org/pmwiki/pmwiki.php/Main/JustForFun
2644,Just For Pun,https://tvtropes.org/pmwiki/pmwiki.php/Main/JustForPun
2645,Just Here For Godzilla,https://tvtropes.org/pmwiki/pmwiki.php/Main/JustHereForGodzilla
2646,Justice By Other Legal Means,https://tvtropes.org/pmwiki/pmwiki.php/Main/JusticeByOtherLegalMeans
2647,Just In Time,https://tvtropes.org/pmwiki/pmwiki.php/Main/JustInTime
2648,Just Plane Wrong,https://tvtropes.org/pmwiki/pmwiki.php/Main/JustPlaneWrong
2649,Juxtaposition Tropes,https://tvtropes.org/pmwiki/pmwiki.php/Main/JuxtapositionTropes
2650,Kabuki Theatre,https://tvtropes.org/pmwiki/pmwiki.php/Main/KabukiTheatre
2651,Kaiju,https://tvtropes.org/pmwiki/pmwiki.php/Main/Kaiju
2652,Kaiju Tropes,https://tvtropes.org/pmwiki/pmwiki.php/Main/KaijuTropes
2653,Kaiju Works,https://tvtropes.org/pmwiki/pmwiki.php/Main/KaijuWorks
2654,Kangaroo Court,https://tvtropes.org/pmwiki/pmwiki.php/Main/KangarooCourt
2655,Kansas City Shuffle,https://tvtropes.org/pmwiki/pmwiki.php/Main/KansasCityShuffle
2656,Karma,https://tvtropes.org/pmwiki/pmwiki.php/Main/Karma
2657,Karma Houdini,https://tvtropes.org/pmwiki/pmwiki.php/Main/KarmaHoudini
2658,Karma Houdini Warranty,https://tvtropes.org/pmwiki/pmwiki.php/Main/KarmaHoudiniWarranty
2659,Karmic Butt Monkey,https://tvtropes.org/pmwiki/pmwiki.php/Main/KarmicButtMonkey
2660,Karmic Death,https://tvtropes.org/pmwiki/pmwiki.php/Main/KarmicDeath
2661,Kawaiiko,https://tvtropes.org/pmwiki/pmwiki.php/Main/Kawaiiko
2662,Keep Circulating The Tapes,https://tvtropes.org/pmwiki/pmwiki.php/Main/KeepCirculatingTheTapes
2663,Keet,https://tvtropes.org/pmwiki/pmwiki.php/Main/Keet
2664,Kenyan Media,https://tvtropes.org/pmwiki/pmwiki.php/Main/KenyanMedia
2665,Kick The Dog,https://tvtropes.org/pmwiki/pmwiki.php/Main/KickTheDog
2666,Kick The Morality Pet,https://tvtropes.org/pmwiki/pmwiki.php/Main/KickTheMoralityPet
2667,Kid Com,https://tvtropes.org/pmwiki/pmwiki.php/Main/KidCom
2668,Kid Hero,https://tvtropes.org/pmwiki/pmwiki.php/Main/KidHero
2669,Kids Are Cruel,https://tvtropes.org/pmwiki/pmwiki.php/Main/KidsAreCruel
2670,Kids Meal Toy,https://tvtropes.org/pmwiki/pmwiki.php/Main/KidsMealToy
2671,Killed Mid Sentence,https://tvtropes.org/pmwiki/pmwiki.php/Main/KilledMidSentence
2672,Killed Off For Real,https://tvtropes.org/pmwiki/pmwiki.php/Main/KilledOffForReal
2673,Killer Rabbit,https://tvtropes.org/pmwiki/pmwiki.php/Main/KillerRabbit
2674,Killer Robot,https://tvtropes.org/pmwiki/pmwiki.php/Main/KillerRobot
2675,Kill It With Fire,https://tvtropes.org/pmwiki/pmwiki.php/Main/KillItWithFire
2676,Kill It With Ice,https://tvtropes.org/pmwiki/pmwiki.php/Main/KillItWithIce
2677,Kill It With Water,https://tvtropes.org/pmwiki/pmwiki.php/Main/KillItWithWater
2678,Kill The Ones You Love,https://tvtropes.org/pmwiki/pmwiki.php/Main/KillTheOnesYouLove
2679,Kinetic Clicking,https://tvtropes.org/pmwiki/pmwiki.php/Main/KineticClicking
2680,Kinetic Novel,https://tvtropes.org/pmwiki/pmwiki.php/Main/KineticNovel
2681,Kissing Tropes,https://tvtropes.org/pmwiki/pmwiki.php/Main/KissingTropes
2682,Klingon Promotion,https://tvtropes.org/pmwiki/pmwiki.php/Main/KlingonPromotion
2683,Kneel Before Zod,https://tvtropes.org/pmwiki/pmwiki.php/Main/KneelBeforeZod
2684,Knight In Shining Armor,https://tvtropes.org/pmwiki/pmwiki.php/Main/KnightInShiningArmor
2685,Knight In Shining Tropes,https://tvtropes.org/pmwiki/pmwiki.php/Main/KnightInShiningTropes
2686,Knight In Sour Armor,https://tvtropes.org/pmwiki/pmwiki.php/Main/KnightInSourArmor
2687,Knight Of Cerebus,https://tvtropes.org/pmwiki/pmwiki.php/Main/KnightOfCerebus
2688,Knight Templar,https://tvtropes.org/pmwiki/pmwiki.php/Main/KnightTemplar
2689,Know When To Fold Em,https://tvtropes.org/pmwiki/pmwiki.php/Main/KnowWhenToFoldEm
2690,Kodomomuke,https://tvtropes.org/pmwiki/pmwiki.php/Main/Kodomomuke
2691,Korean Media,https://tvtropes.org/pmwiki/pmwiki.php/Main/KoreanMedia
2692,Korean Movies,https://tvtropes.org/pmwiki/pmwiki.php/Main/KoreanMovies
2693,Korean Pop Music,https://tvtropes.org/pmwiki/pmwiki.php/Main/KoreanPopMusic
2694,Korean Series,https://tvtropes.org/pmwiki/pmwiki.php/Main/KoreanSeries
2695,Korean Webtoons,https://tvtropes.org/pmwiki/pmwiki.php/Main/KoreanWebtoons
2696,K Pop,https://tvtropes.org/pmwiki/pmwiki.php/Main/KPop
2697,Krautrock,https://tvtropes.org/pmwiki/pmwiki.php/Main/Krautrock
2698,Kryptonite Factor,https://tvtropes.org/pmwiki/pmwiki.php/Main/KryptoniteFactor
2699,Kubrick Stare,https://tvtropes.org/pmwiki/pmwiki.php/Main/KubrickStare
2700,Lack Of Empathy,https://tvtropes.org/pmwiki/pmwiki.php/Main/LackOfEmpathy
2701,Laconical List Of Subtle Trope Distinctions,https://tvtropes.org/pmwiki/pmwiki.php/Main/LaconicalListOfSubtleTropeDistinctions
2702,Lady Of War,https://tvtropes.org/pmwiki/pmwiki.php/Main/LadyOfWar
2703,Lame Pun Reaction,https://tvtropes.org/pmwiki/pmwiki.php/Main/LamePunReaction
2704,Lampshade Hanging,https://tvtropes.org/pmwiki/pmwiki.php/Main/LampshadeHanging
2705,Landmark Of Lore,https://tvtropes.org/pmwiki/pmwiki.php/Main/LandmarkOfLore
2706,Landslide Election,https://tvtropes.org/pmwiki/pmwiki.php/Main/LandslideElection
2707,Language Indices,https://tvtropes.org/pmwiki/pmwiki.php/Main/LanguageIndices
2708,Language Tropes,https://tvtropes.org/pmwiki/pmwiki.php/Main/LanguageTropes
2709,La Resistance,https://tvtropes.org/pmwiki/pmwiki.php/Main/LaResistance
2710,Large Ham,https://tvtropes.org/pmwiki/pmwiki.php/Main/LargeHam
2711,LARP,https://tvtropes.org/pmwiki/pmwiki.php/Main/LARP
2712,Laser Blade,https://tvtropes.org/pmwiki/pmwiki.php/Main/LaserBlade
2713,Laser Guided Amnesia,https://tvtropes.org/pmwiki/pmwiki.php/Main/LaserGuidedAmnesia
2714,Laser Guided Karma,https://tvtropes.org/pmwiki/pmwiki.php/Main/LaserGuidedKarma
2715,Last Episode New Character,https://tvtropes.org/pmwiki/pmwiki.php/Main/LastEpisodeNewCharacter
2716,Last Name Basis,https://tvtropes.org/pmwiki/pmwiki.php/Main/LastNameBasis
2717,Last Note Nightmare,https://tvtropes.org/pmwiki/pmwiki.php/Main/LastNoteNightmare
2718,Last Of His Kind,https://tvtropes.org/pmwiki/pmwiki.php/Main/LastOfHisKind
2719,Last Second Chance,https://tvtropes.org/pmwiki/pmwiki.php/Main/LastSecondChance
2720,Last Words,https://tvtropes.org/pmwiki/pmwiki.php/Main/LastWords
2721,Late Arrival Spoiler,https://tvtropes.org/pmwiki/pmwiki.php/Main/LateArrivalSpoiler
2722,Late Export For You,https://tvtropes.org/pmwiki/pmwiki.php/Main/LateExportForYou
2723,Later Installment Weirdness,https://tvtropes.org/pmwiki/pmwiki.php/Main/LaterInstallmentWeirdness
2724,Late To The Tragedy,https://tvtropes.org/pmwiki/pmwiki.php/Main/LateToTheTragedy
2725,Latin American Literature,https://tvtropes.org/pmwiki/pmwiki.php/Main/LatinAmericanLiterature
2726,Latino American Creators,https://tvtropes.org/pmwiki/pmwiki.php/Main/LatinoAmericanCreators
2727,Latino American Media,https://tvtropes.org/pmwiki/pmwiki.php/Main/LatinoAmericanMedia
2728,Latvian Media,https://tvtropes.org/pmwiki/pmwiki.php/Main/LatvianMedia
2729,Laughing Mad,https://tvtropes.org/pmwiki/pmwiki.php/Main/LaughingMad
2730,Laugh Of Love,https://tvtropes.org/pmwiki/pmwiki.php/Main/LaughOfLove
2731,Laughter Tropes,https://tvtropes.org/pmwiki/pmwiki.php/Main/LaughterTropes
2732,Launcher Of A Thousand Ships,https://tvtropes.org/pmwiki/pmwiki.php/Main/LauncherOfAThousandShips
2733,Lava Tropes,https://tvtropes.org/pmwiki/pmwiki.php/Main/LavaTropes
2734,Lawful Stupid Chaotic Stupid,https://tvtropes.org/pmwiki/pmwiki.php/Main/LawfulStupidChaoticStupid
2735,Law Of Inverse Fertility,https://tvtropes.org/pmwiki/pmwiki.php/Main/LawOfInverseFertility
2736,Law Procedural,https://tvtropes.org/pmwiki/pmwiki.php/Main/LawProcedural
2737,Laws And Formulas,https://tvtropes.org/pmwiki/pmwiki.php/Main/LawsAndFormulas
2738,Lazy Alias,https://tvtropes.org/pmwiki/pmwiki.php/Main/LazyAlias
2739,Lazy Artist,https://tvtropes.org/pmwiki/pmwiki.php/Main/LazyArtist
2740,Leaning On The Fourth Wall,https://tvtropes.org/pmwiki/pmwiki.php/Main/LeaningOnTheFourthWall
2741,Leave Him To Me,https://tvtropes.org/pmwiki/pmwiki.php/Main/LeaveHimToMe
2742,Leeroy Jenkins,https://tvtropes.org/pmwiki/pmwiki.php/Main/LeeroyJenkins
2743,Left Hanging,https://tvtropes.org/pmwiki/pmwiki.php/Main/LeftHanging
2744,Left The Background Music On,https://tvtropes.org/pmwiki/pmwiki.php/Main/LeftTheBackgroundMusicOn
2745,Legacy Character,https://tvtropes.org/pmwiki/pmwiki.php/Main/LegacyCharacter
2746,Legacy Tropes,https://tvtropes.org/pmwiki/pmwiki.php/Main/LegacyTropes
2747,Legacy Vessel Naming,https://tvtropes.org/pmwiki/pmwiki.php/Main/LegacyVesselNaming
2748,Legend,https://tvtropes.org/pmwiki/pmwiki.php/Main/Legend
2749,Leg Focus,https://tvtropes.org/pmwiki/pmwiki.php/Main/LegFocus
2750,Leitmotif,https://tvtropes.org/pmwiki/pmwiki.php/Main/Leitmotif
2751,Length Tropes,https://tvtropes.org/pmwiki/pmwiki.php/Main/LengthTropes
2752,Leprechaun Fiction,https://tvtropes.org/pmwiki/pmwiki.php/Main/LeprechaunFiction
2753,Les Collaborateurs,https://tvtropes.org/pmwiki/pmwiki.php/Main/LesCollaborateurs
2754,Lethal Chef,https://tvtropes.org/pmwiki/pmwiki.php/Main/LethalChef
2755,Lethal Lava Land,https://tvtropes.org/pmwiki/pmwiki.php/Main/LethalLavaLand
2756,Lets Duet,https://tvtropes.org/pmwiki/pmwiki.php/Main/LetsDuet
2757,Lets Get Dangerous,https://tvtropes.org/pmwiki/pmwiki.php/Main/LetsGetDangerous
2758,Lets Play,https://tvtropes.org/pmwiki/pmwiki.php/Main/LetsPlay
2759,Lets You And Him Fight,https://tvtropes.org/pmwiki/pmwiki.php/Main/LetsYouAndHimFight
2760,Let This Index Be Your Umbrella,https://tvtropes.org/pmwiki/pmwiki.php/Main/LetThisIndexBeYourUmbrella
2761,Level Grinding,https://tvtropes.org/pmwiki/pmwiki.php/Main/LevelGrinding
2762,Levels And Experience Tropes,https://tvtropes.org/pmwiki/pmwiki.php/Main/LevelsAndExperienceTropes
2763,LGBT Fanbase,https://tvtropes.org/pmwiki/pmwiki.php/Main/LGBTFanbase
2764,LGBT Plus Creators,https://tvtropes.org/pmwiki/pmwiki.php/Main/LGBTPlusCreators
2765,LGBT Representation In Media,https://tvtropes.org/pmwiki/pmwiki.php/Main/LGBTRepresentationInMedia
2766,Licensed Game,https://tvtropes.org/pmwiki/pmwiki.php/Main/LicensedGame
2767,Licensed Pinball Tables,https://tvtropes.org/pmwiki/pmwiki.php/Main/LicensedPinballTables
2768,Life Imitates Art,https://tvtropes.org/pmwiki/pmwiki.php/Main/LifeImitatesArt
2769,Life Simulation Game,https://tvtropes.org/pmwiki/pmwiki.php/Main/LifeSimulationGame
2770,Light Em Up,https://tvtropes.org/pmwiki/pmwiki.php/Main/LightEmUp
2771,Lighter And Softer,https://tvtropes.org/pmwiki/pmwiki.php/Main/LighterAndSofter
2772,Light Gun Game,https://tvtropes.org/pmwiki/pmwiki.php/Main/LightGunGame
2773,Lighthouse Point,https://tvtropes.org/pmwiki/pmwiki.php/Main/LighthousePoint
2774,Lighting Tropes,https://tvtropes.org/pmwiki/pmwiki.php/Main/LightingTropes
2775,Light Is Not Good,https://tvtropes.org/pmwiki/pmwiki.php/Main/LightIsNotGood
2776,Lightning Bruiser,https://tvtropes.org/pmwiki/pmwiki.php/Main/LightningBruiser
2777,Lightning Gun,https://tvtropes.org/pmwiki/pmwiki.php/Main/LightningGun
2778,Light Novels,https://tvtropes.org/pmwiki/pmwiki.php/Main/LightNovels
2779,Likable Villain,https://tvtropes.org/pmwiki/pmwiki.php/Main/LikableVillain
2780,Like An Old Married Couple,https://tvtropes.org/pmwiki/pmwiki.php/Main/LikeAnOldMarriedCouple
2781,Like A Son To Me,https://tvtropes.org/pmwiki/pmwiki.php/Main/LikeASonToMe
2782,Like Brother And Sister,https://tvtropes.org/pmwiki/pmwiki.php/Main/LikeBrotherAndSister
2783,Likes Clark Kent Hates Superman,https://tvtropes.org/pmwiki/pmwiki.php/Main/LikesClarkKentHatesSuperman
2784,Lime,https://tvtropes.org/pmwiki/pmwiki.php/Main/Lime
2785,Liminal Being,https://tvtropes.org/pmwiki/pmwiki.php/Main/LiminalBeing
2786,Liminal Time,https://tvtropes.org/pmwiki/pmwiki.php/Main/LiminalTime
2787,Limit Break,https://tvtropes.org/pmwiki/pmwiki.php/Main/LimitBreak
2788,Limited Animation,https://tvtropes.org/pmwiki/pmwiki.php/Main/LimitedAnimation
2789,Limited Special Collectors Ultimate Edition,https://tvtropes.org/pmwiki/pmwiki.php/Main/LimitedSpecialCollectorsUltimateEdition
2790,Limited Wardrobe,https://tvtropes.org/pmwiki/pmwiki.php/Main/LimitedWardrobe
2791,Linear Visual Novel,https://tvtropes.org/pmwiki/pmwiki.php/Main/LinearVisualNovel
2792,Lions And Tigers And Humans Oh My,https://tvtropes.org/pmwiki/pmwiki.php/Main/LionsAndTigersAndHumansOhMy
2793,List Of Badass Tropes,https://tvtropes.org/pmwiki/pmwiki.php/Main/ListOfBadassTropes
2794,List Song,https://tvtropes.org/pmwiki/pmwiki.php/Main/ListSong
2795,Lit Class Tropes,https://tvtropes.org/pmwiki/pmwiki.php/Main/LitClassTropes
2796,Literal Metaphor,https://tvtropes.org/pmwiki/pmwiki.php/Main/LiteralMetaphor
2797,Literal Minded,https://tvtropes.org/pmwiki/pmwiki.php/Main/LiteralMinded
2798,Literary Allusion Title,https://tvtropes.org/pmwiki/pmwiki.php/Main/LiteraryAllusionTitle
2799,Literary Tropes,https://tvtropes.org/pmwiki/pmwiki.php/Main/LiteraryTropes
2800,Literary Works By African American Authors,https://tvtropes.org/pmwiki/pmwiki.php/Main/LiteraryWorksByAfricanAmericanAuthors
2801,Literature,https://tvtropes.org/pmwiki/pmwiki.php/Main/Literature
2802,Literature Genres,https://tvtropes.org/pmwiki/pmwiki.php/Main/LiteratureGenres
2803,Literature Of The1900s,https://tvtropes.org/pmwiki/pmwiki.php/Main/LiteratureOfThe1900s
2804,Literature Of The1910s,https://tvtropes.org/pmwiki/pmwiki.php/Main/LiteratureOfThe1910s
2805,Literature Of The1920s,https://tvtropes.org/pmwiki/pmwiki.php/Main/LiteratureOfThe1920s
2806,Literature Of The1930s,https://tvtropes.org/pmwiki/pmwiki.php/Main/LiteratureOfThe1930s
2807,Literature Of The1940s,https://tvtropes.org/pmwiki/pmwiki.php/Main/LiteratureOfThe1940s
2808,Literature Of The1950s,https://tvtropes.org/pmwiki/pmwiki.php/Main/LiteratureOfThe1950s
2809,Literature Of The1960s,https://tvtropes.org/pmwiki/pmwiki.php/Main/LiteratureOfThe1960s
2810,Literature Of The1970s,https://tvtropes.org/pmwiki/pmwiki.php/Main/LiteratureOfThe1970s
2811,Literature Of The1980s,https://tvtropes.org/pmwiki/pmwiki.php/Main/LiteratureOfThe1980s
2812,Literature Of The1990s,https://tvtropes.org/pmwiki/pmwiki.php/Main/LiteratureOfThe1990s
2813,Literature Of The2000s,https://tvtropes.org/pmwiki/pmwiki.php/Main/LiteratureOfThe2000s
2814,Literature Of The2010s,https://tvtropes.org/pmwiki/pmwiki.php/Main/LiteratureOfThe2010s
2815,Literature Of The2020s,https://tvtropes.org/pmwiki/pmwiki.php/Main/LiteratureOfThe2020s
2816,Lit Fic,https://tvtropes.org/pmwiki/pmwiki.php/Main/LitFic
2817,Lithuanian Media,https://tvtropes.org/pmwiki/pmwiki.php/Main/LithuanianMedia
2818,Lit RPG,https://tvtropes.org/pmwiki/pmwiki.php/Main/LitRPG
2819,Little Bit Beastly,https://tvtropes.org/pmwiki/pmwiki.php/Main/LittleBitBeastly
2820,Little Miss Badass,https://tvtropes.org/pmwiki/pmwiki.php/Main/LittleMissBadass
2821,Live Action TV Tropes,https://tvtropes.org/pmwiki/pmwiki.php/Main/LiveActionTVTropes
2822,Living A Double Life,https://tvtropes.org/pmwiki/pmwiki.php/Main/LivingADoubleLife
2823,Living Apart,https://tvtropes.org/pmwiki/pmwiki.php/Main/LivingApart
2824,Living Emotional Crutch,https://tvtropes.org/pmwiki/pmwiki.php/Main/LivingEmotionalCrutch
2825,Living Is More Than Surviving,https://tvtropes.org/pmwiki/pmwiki.php/Main/LivingIsMoreThanSurviving
2826,Localization Tropes,https://tvtropes.org/pmwiki/pmwiki.php/Main/LocalizationTropes
2827,Locked Out Of The Loop,https://tvtropes.org/pmwiki/pmwiki.php/Main/LockedOutOfTheLoop
2828,Locked Up Tropes,https://tvtropes.org/pmwiki/pmwiki.php/Main/LockedUpTropes
2829,Locomotion Superindex,https://tvtropes.org/pmwiki/pmwiki.php/Main/LocomotionSuperindex
2830,Logical Fallacies,https://tvtropes.org/pmwiki/pmwiki.php/Main/LogicalFallacies
2831,Logical Weakness,https://tvtropes.org/pmwiki/pmwiki.php/Main/LogicalWeakness
2832,Logic Tropes,https://tvtropes.org/pmwiki/pmwiki.php/Main/LogicTropes
2833,Logo Joke,https://tvtropes.org/pmwiki/pmwiki.php/Main/LogoJoke
2834,Loners Are Freaks,https://tvtropes.org/pmwiki/pmwiki.php/Main/LonersAreFreaks
2835,Long Hair Is Feminine,https://tvtropes.org/pmwiki/pmwiki.php/Main/LongHairIsFeminine
2836,Long Runners,https://tvtropes.org/pmwiki/pmwiki.php/Main/LongRunners
2837,Long Running Book Series,https://tvtropes.org/pmwiki/pmwiki.php/Main/LongRunningBookSeries
2838,Long Song Short Scene,https://tvtropes.org/pmwiki/pmwiki.php/Main/LongSongShortScene
2839,Look Behind You,https://tvtropes.org/pmwiki/pmwiki.php/Main/LookBehindYou
